metallica,the unforgiven ii
metallica,whiskey in the jar
michael penn,no myth
mick jagger,wired all night
monster magnet,space lord
moodswings,spiritual high (state of independence) part ii
morrissey,piccadilly palare
morrissey,we hate it when our friends become successful
motley crue,afraid
motley crue,hooligan's holiday
nada surf,popular
naked,mann's chinese
natalie imbruglia,big mistake
natalie imbruglia,smoke
neil young & crazy horse,mansion on the hill
neil young,downtown
neil young,war of man
neneh cherry featuring michael stipe,trout
neneh cherry,trout
new radicals,you get what you give
nick heyward,kite
nine inch nails,into the void
nine inch nails,we're in this together
nirvana,in bloom
no doubt,just a girl
northside,take 5
oasis,d'you know what i mean?
oasis,live forever
oasis,supersonic
oleander,why i'm here
orgy,blue monday
orgy,stitches
our lady peace,clumsy
ozzy osbourne,"mama, i'm coming home"
ozzy osbourne,back on earth
ozzy osbourne,perry mason
ozzy osbourne,see you on the other side
ozzy osbourne,time after time
pj harvey,down by the water
pat benatar,everybody lay down
paul rodgers,the hunter
paul westerberg,dyslexic heart
paul westerberg,world class fad
pavement,cut your hair
pearl jam,black
pearl jam,corduroy
pearl jam,dissident
pearl jam,i got id
pearl jam,not for you
pearl jam,wishlist
peter frampton,day in the sun
phish,free
pink floyd,what do you want from me
pixies,letter to memphis
pixies,velouria
poe,angry johnny
poe,hello
porno for pyros,cursed female
porno for pyros,tahitian moon
portishead,sour times (nobody loves me)
possum dixon,watch the girl destroy me
powerman 5000,nobody's real
primal scream,movin' on up
psychedelic furs,house
psychedelic furs,until she comes
queensryche,another rainy night (without you)
queensryche,bridge
queensryche,i am i
queensryche,jet city woman
queensryche,real world
queensryche,you
r.e.m.,bittersweet me
r.e.m.,e-bow the letter
r.e.m.,ignoreland
r.e.m.,man on the moon
r.e.m.,shiny happy people
r.e.m.,the great beyond
rtz,face the music
radiohead,fake plastic trees
rage against the machine,guerilla radio
ramones,poison heart
rancid,ruby soho
red hot chili peppers,around the world
red hot chili peppers,behind the sun
reel big fish,sell out
republica,ready to go
ricky martin,she's all i ever had
rob zombie,dragula
robbie williams,millennium
robbie williams,she's the one
robert palmer,you're amazing
robert plant,calling to you
robert plant,hurting kind (i've got my eyes on you)
robert plant,tie dye on the highway
rod stewart,cigarettes and alcohol
rod stewart,downtown tarin
roger waters,"what god wants, part i"
rush,cold fire
rush,ghost of a chance
rush,half the world
rush,nobody's hero
sammy hagar and the waboritas,mas tequila
sammy hagar,both sides now
santana feat. rob thomas (of matchbox 20),smooth
santana featuring everlast,put your lights on
sarah mclachlan,building a mystery
sarah mclachlan,into the fire
sass jordan,high road easy
school of fish,take me anywhere
seal and jeff beck,manic depression
seal,prayer for the dying
second coming,soft
second coming,vintage eyes
sheryl crow,everyday is a winding road
sheryl crow,if it makes you happy
sheryl crow,leaving las vegas
silverchair,abuse me
silverchair,pure massacre
simple minds,she's a river
siouxsie and the banshees,face to face
sneaker pimps,6 underground
social distortion,bad luck
social distortion,i was wrong
soho,hippychick
soul asylum,black gold
soul asylum,somebody to sh**e
soul asylum,without a trace
soundgarden,bleed together
soundgarden,fell on black days
soundgarden,pretty noose
soundgarden,the day i tried to live
spin doctors,little miss can't be wrong
spin doctors,two princes
sponge,have you seen mary
sponge,molly (16 candles down the drain)
sponge,plowed
sprung monkey,get 'em outta here
squirrel nut zippers,hell
stabbing westward,save yourself
stereo mc's,connected
steve miller band,wide river
stevie ray vaughan and double trouble,the sky is crying
stiltskin,inside
sting,if i ever lose my faith in you
stir,looking for
stone temple pilots,dancing days
stone temple pilots,down
stone temple pilots,pretty penny
stone temple pilots,tumble in the rough
stone temple pilots,unglued
stroke 9,little black backpack
sublime,santeria
sublime,wrong way
suede,metal mickey
sugar,helpless
sunscreem,love u more
tasmin archer,sleeping satellite
teenage fanclub,star sign
temple of the dog,say hello 2 heaven
temple of the dog,hunger strike
tesla,what you give
the alarm,raw
the allman brothers band,no one to run with
the beatles,real love
the beloved,hello
the black crowes,blackberry
the black crowes,good friday
the black crowes,high head blues
the black crowes,jealous again
the black crowes,sometimes salvation
the breeders,cannonball
the brian setzer orchestra,jump jive an' wail
the cardigans,my favourite game
the charlatans,can't get out of bed
the church,ripple
the connells,stone cold yesterday
the cranberries,free to decide
the cranberries,ode to my family
the cranberries,ridiculous thoughts
the creatures,standing there
the cure,hello i love you
the cure,mint car
the cure,never enough (big mix)
the cure,purple haze
the cure,the 13th
the cure,wrong number
the darling buds,crystal clear
the fabulous thunderbirds,twist of the knife
the farm,all together now
the flaming lips,she don't use jelly
the flys,got you (where i want you)
the godfathers,unreal world
the goo goo dolls,black balloon
the goo goo dolls,naked
the hazies,skin & bones
the heart throbs,dreamtime
the house of love,i don't know why i love you
the house of love,marble
the hunger,vanishing cream
the jesus & mary chain,head on
the judybats,being simple
the klf,justified & ancient
the la's,there she goes
the lemonheads,if i could talk i'd tell you
the lemonheads,it's a shame about ray
the nixons,baton rouge
the nixons,sister
the ocean blue,ballerina out of control
the ocean blue,sublime
the offspring,gotta get away
the offspring,pretty fly (for a white guy)
the offspring,self esteem
the offspring,the kids aren't alright
the offspring,why don't you get a job?
the presidents of the united states of america,kitty
the pretenders,night in my veins
the prodigy,breathe
the prodigy,firestarter
the rentals,friends of p.
the replacements,when it began
the rolling stones,anybody seen my baby?
the rolling stones,flip the switch
the rolling stones,love is strong
the rolling stones,saint of me
the rolling stones,you got me rocking
the screamin' cheetah wheelies,boogie king
the shamen,move any mountain (progen '91)
the smashing pumpkins,ava adore
the smashing pumpkins,disarm
the smashing pumpkins,eye
the smashing pumpkins,perfect
the smashing pumpkins,the end is the beginning is the end
the smashing pumpkins,the everlasting gaze
the smashing pumpkins,thirty-three
the soup dragons,i'm free
the stone roses,fools gold
the stone roses,love spreads
the stranglers,sweet smell of success
the the,dogs of lust
the urge featuring nicholas hexum,jump right in
the vaughan brothers,telephone song
the verve pipe,hero
the verve,bitter sweet symphony
the verve,lucky man
the wallflowers,heroes
the wallflowers,the difference
tin star,head
tina turner,i don't wanna fight
toadies,possum kingdom
tom cochrane,no regrets
tom petty & the heartbreakers,climb that hill
tom petty & the heartbreakers,room at the top
tom petty & the heartbreakers,swingin'
tom petty & the heartbreakers,waiting for tonight
tom petty & the heartbreakers,walls (circus)
tom petty and the heartbreakers,kings highway
tom petty,a face in the crowd
tom petty,a higher place
tom petty,yer so bad
tom petty,you wreck me
tonic,casual affair
tonic,knock down walls
tonic,open up your eyes
tonic,you wanted more
tori amos,caught a lite sneeze
traffic,here comes a man
train,free
u2,discothéque
u2,numb
u2,sweetest thing
u2,until the end of the world
u2,who's gonna ride your wild horses
ub40,(i can't help) falling in love with you
ugly kid joe,cats in the cradle
ugly kid joe,everything about you
urge overkill,"girl, you'll be a woman soon"
van halen,amsterdam
van halen,can't get this stuff no more
van halen,can't stop lovin' you
van halen,fire in the hole
van halen,right now
van halen,the dream is over
vertical horizon,everything you want
veruca salt,seether
white town,your woman
widespread panic,hope in a hopeless world
winger,can't get enuff
zz top,breakaway
zz top,fearless boogie
zz top,give it up
zz top,she's just killing me
zz top,what's up with that
ziggy marley and the melody makers,kosmik
aaliyah,back & forth
ac/dc,big gun
ac/dc,hard as a rock
ace of base,all that she wants
ace of base,don't turn around
ace of base,the sign
adina howard,freak like me
aerosmith,cryin'
aerosmith,deuces are wild
aerosmith,falling in love (is hard on the knees)
aerosmith,i don't want to miss a thing
aerosmith,janie's got a gun
aerosmith,livin' on the edge
aerosmith,pink
aerosmith,the other side
aerosmith,what it takes
after 7,can't stop
after 7,ready or not
alanis morissette,hand in my pocket
alanis morissette,head over feet
alanis morissette,ironic
alanis morissette,you oughta know
alannah myles,black velvet
alias,more than words can say
alice in chains,man in the box
alice in chains,no excuses
alice in chains,rooster
alice in chains,would?
all saints,never ever
all-4-one,i can love you like that
all-4-one,i swear
all-4-one,so much in love
allman brothers band,good clean fun
allure featuring 112,all cried out
amy grant,baby baby
amy grant,every heartbeat
amy grant,that's what love is for
another bad creation,iesha
arrested development,mr. wendal
atlantic starr,masterpiece
az yet featuring peter cetera,hard to say i'm sorry
az yet,"last night (from ""the nutty professor"")"
babyface,every time i close my eyes
babyface,when can i see you
backstreet boys,all i have to give
backstreet boys,as long as you love me
backstreet boys,everybody [backstreet's back]
backstreet boys,i want it that way
backstreet boys,quit playing games (with my heart)
bad company,holy water
bad company,how about that
bad english,price of love
barenaked ladies,one week
beastie boys,sabotage
beck,loser
beck,where it's at
bell biv devoe,do me!
bell biv devoe,poison
belly,feed the tree
bette midler,from a distance
better than ezra,good
big audio dynamite ii,rush
big mountain,"baby i love your way (from ""reality bites"")"
billy idol,cradle of love
billy joel,i go to extremes
billy joel,the river of dreams
billy ray cyrus,achy breaky heart
black box,everybody everybody
black box,strike it up
blackstreet (featuring dr. dre),no diggity
blackstreet,before i let you go
blessid union of souls,i believe
blind melon,no rain
blink-182,all the small things
blues traveler,run-around
blur,song 2
bobby brown,good enough
bobby brown,humpin' around
bon jovi,always
bon jovi,keep the faith
bone thugs-n-harmony,tha crossroads
bonnie raitt,something to talk about
boyz ii men,"end of the road (from ""boomerang"")"
boyz ii men,"in the still of the nite (from ""the jacksons"")"
boyz ii men,4 seasons of loneliness
boyz ii men,i'll make love to you
boyz ii men,it's so hard to say goodbye to yesterday
boyz ii men,motownphilly
boyz ii men,on bended knee
boyz ii men,water runs dry
brandy & monica,the boy is mine
brandy,"sittin' up in my room (from ""waiting to exhale"")"
brandy,baby
brandy,have you ever?
brandy,i wanna be down
brian mcknight,back at one
britney spears,...baby one more time
brother cane,and fools shine on
brother cane,i lie in the bed i make
bruce hornsby and the range,across the river
bruce springsteen,human touch
bryan adams,(everything i do) i do it for you
bryan adams,can't stop this thing we started
bryan adams,have you ever really loved a woman?
bryan adams,please forgive me
bryan adams/rod stewart/sting,all for love
buckcherry,lit up
bush,comedown
bush,glycerine
bush,machinehead
bush,swallowed
bush,the chemicals between us
busta rhymes featuring janet,what's it gonna be?!
butthole surfers,pepper
c+c music factory,gonna make you sweat (everybody dance now)
c+c music factory,things that make you go hmmmm. . .
c+c music factory/f. williams,here we go
cake,never there
calloway,i wanna be rich
cathy dennis,just another dream
cathy dennis,too many walls
cathy dennis,touch me (all night long)
cece peniston,finally
celine dion,"because you loved me (from ""up close & personal"")"
celine dion,if you asked me to
celine dion,it's all coming back to me now
celine dion,my heart will go on
celine dion,the power of love
celine dion,where does my heart beat now
changing faces,stroke you up
cher,believe
chicago,what kind of man would i be?
chris isaak,wicked game
christina aguilera,genie in a bottle
chumbawamba,tubthumping
collective soul,december
collective soul,heavy
collective soul,listen
collective soul,precious declaration
collective soul,shine
collective soul,the world i know
collective soul,where the river flows
color me badd,"i wanna sex you up (from ""new jack city"")"
color me badd,all 4 love
color me badd,i adore mi amor
concrete blonde,joey
coolio featuring l.v.,"gangsta's paradise (from ""dangerous minds"")"
coolio,"1, 2, 3, 4 (sumpin' new)"
coolio,fantastic voyage
corina,temptation
counting crows,einstein on the beach (for an eggman)
coverdale and page,pride and joy
cracker,teen angst (what the world needs now)
crash test dummies,mmm mmm mmm mmm
creed,higher
creed,what is this life for
creed,what's this life for
cry of love,peace pipe
crystal waters,100% pure love
d.j. jazzy jeff & the fresh prince,summertime
da brat,funkdafied
damn yankees,coming of age
damn yankees,high enough
david j,i'll be your chauffeur
days of the new,"touch, peel and stand"
days of the new,the down town
deborah cox,nobody's supposed to be here
deee-lite,groove is in the heart
deep blue something,breakfast at tiffany's
def leppard,let's get rocked
def leppard,promises
def leppard,stand up (kick love into motion)
depeche mode,enjoy the silence
depeche mode,i feel you
depeche mode,policy of truth
depeche mode,walking in my shoes
des'ree,you gotta be
destiny's child,"bills, bills, bills"
destiny's child,"no, no, no"
dino,romeo
dionne farris,i know
dire straits,heavy fuel
dishwalla,counting blue cars
divine,lately
divinyls,i touch myself
dna featuring suzanne vega,tom's diner
donna lewis,i love you always forever
dr. dre,"nuthin' but a ""g"" thang"
drs,gangsta lean
dru hill featuring redman,how deep is your love
dru hill,in my bed
duncan sheik,barely breathing
duran duran,ordinary world
eagle-eye cherry,save tonight
edwin mccain,i'll be
eels,novocaine for the soul
electronic,get the message
elton john,"can you feel the love tonight (from ""the lion king"")"
elton john,candle in the wind 1997
elvis costello,the other side of summer
emf,unbelievable
en vogue,don't let go (love)
en vogue,giving him something he can feel
en vogue,hold on
en vogue,my lovin' (you're never gonna get it)
enigma,return to innocence
enigma,sadeness part 1
enrique iglesias,bailamos
eric clapton,bad love
eric clapton,change the world
eric clapton,tears in heaven
eve 6,inside out
everclear,everything to everyone
everclear,santa monica
everlast,what it's like
everything but the girl,missing
extreme,get the funk out
extreme,hole hearted
extreme,more than words
extreme,rest in peace
faith hill,this kiss
faith no more,epic
faith no more,midlife crisis
fastball,the way
firehouse,love of a lifetime
five,when the lights go out
foo fighters,everlong
foo fighters,learn to fly
foo fighters,my hero
fugees featuring bounty killer,killing me softly
garbage,#1 crush
garbage,only happy when it rains
garbage,stupid girl
gene loves jezebel,jealous
george michael,freedom
george michael,praying for time
george michael/elton john,don't let the sun go down on me
gin blossoms,follow you down/til i hear it from you
gin blossoms,found out about you
gin blossoms,hey jealousy
ginuwine,pony
glenn medeiros featuring bobby brown,she ain't worth it
gloria estefan,coming out of the dark
gloria estefan,here we are
go west,"king of wishful thinking (from ""pretty woman"")"
goo goo dolls,iris
goo goo dolls,name
goo goo dolls,slide
green day,basket case
green day,good riddance (time of your life)
green day,j.a.r.
green day,longview
green day,when i come around
groove theory,tell me
guns n' roses,don't cry
guns n' roses,november rain
h-town,knockin' da boots
hanson,mmmbop
happy mondays,kinky afro
heart,all i wanna do is make love to you
hi-five,i can't wait another minute
hi-five,i like the way (the kissing game)
hole,celebrity skin
hootie & the blowfish,hold my hand
hootie & the blowfish,only wanna be with you
house of pain,jump around
immature,never lie
ini kamoze,"here comes the hotstepper (from ""ready to wear"")"
inxs,suicide blonde
jade,don't walk away
james ingram,i don't have the heart
jane child,don't wanna fall in love
jane's addiction,been caught stealing
jane's addiction,stop!
janet jackson,"any time, any place/and on and on"
janet jackson,again
janet jackson,alright
janet jackson,black cat
janet jackson,come back to me
janet jackson,escapade
janet jackson,if
janet jackson,love will never do (without you)
janet jackson,rhythm nation
janet jackson,runaway
janet jackson,that's the way love goes
janet jackson,you want this
janet,together again
jennifer lopez,if you had my love
jennifer paige,crush
jessica simpson,i wanna love you forever
jesus jones,"right here, right now"
jesus jones,real real real
jesus jones,the devil you know
jewel,foolish games
jewel,who will save your soul
jewel,you were meant for me
jimmy page & robert plant,most high
joan osborne,one of us
jodeci,lately
jody watley,everything
joe public,live and learn
john mellencamp with me'shell ndegeocello,wild night
john mellencamp,again tonight
john mellencamp,get a leg up
john mellencamp,what if i came knocking
johnny gill,rub you the right way
johnny van zant,brickyard road
jon bon jovi,blaze of glory
jon secada,if you go
jon secada,just another day
k-ci & jojo,all my life
karyn white,romantic
keith sweat featuring athena cage,nobody
keith sweat,i'll give all my love to you
keith sweat,twisted
kenny wayne shepherd band,blue on black
kid rock,american bad ass
kid rock,bawitdaba
kid rock,cowboy
kid rock,i am the bullgod
kid rock,only god knows why
kiss,forever
kiss,psycho circus
korn,freak on a leash
kris kross,jump
la bouche,be my lover
lauryn hill,doo wop (that thing)
leann rimes,how do i live
lenny kravitz,are you gonna go my way
lenny kravitz,fly away
lenny kravitz,it ain't over 'til it's over
lfo,summer girls
limp bizkit,re-arranged
linear,sending all my love
lisa loeb & nine stories,stay (i missed you)
lisa stansfield,all around the world
lit,my own worst enemy
little feat,texas twister
live,i alone
live,lakini's juice
live,lightning crashes
live,selling the drama
ll cool j,around the way girl
ll cool j,hey lover
ll cool j,loungin
londonbeat,i've been thinking about you
los del rio,macarena (bayside boys mix)
lou bega,mambo no. 5 (a little bit of...)
lou gramm,just between you and me
lou reed,what's good
lsg,my body
luther vandross & mariah carey,endless love
luther vandross,here and now
luther vandross,power of love/love power
m.c. hammer,have you seen her
m.c. hammer,pray
m.c. hammer,u can't touch this
madonna,"i'll remember (from ""with honors"")"
madonna,frozen
madonna,justify my love
madonna,secret
madonna,take a bow
madonna,this used to be my playground
madonna,vogue
marc anthony,i need to know
marcy playground,sex and candy
mariah carey & boyz ii men,one sweet day
mariah carey featuring jay-z,heartbreaker
mariah carey,always be my baby
mariah carey,can't let go
mariah carey,dreamlover
mariah carey,emotions
mariah carey,fantasy
mariah carey,hero
mariah carey,honey
mariah carey,i don't wanna cry
mariah carey,i'll be there
mariah carey,love takes time
mariah carey,my all
mariah carey,someday
mariah carey,vision of love
mariah carey,without you/never forget you
marilyn manson,the beautiful people
mark morrison,return of the mack
marky mark & the funky bunch featuring loleatta holloway,good vibrations
mary j. blige,"not gon' cry (from ""waiting to exhale"")"
mary j. blige,real love
mase,feel so good
matchbox 20,3 am
matchbox twenty,push
maxi priest,close to you
maxwell,fortunate
meat loaf,i'd do anything for love (but i won't do that)
megadeth,symphony of destruction
melissa etheridge,i'm the only one
meredith brooks,bitch
merril bainbridge,mouth
metallica,enter sandman
metallica,hero of the day
metallica,nothing else matters
metallica,turn the page
metallica,until it sleeps
method man featuring mary j. blige,i'll be there for you/you're all i need to get by
michael bolton,"time, love and tenderness"
michael bolton,how am i supposed to live without you
michael bolton,how can we be lovers
michael bolton,love is a wonderful thing
michael bolton,said i loved you...but i lied
michael bolton,when a man loves a woman
michael bolton,when i'm back on my feet again
michael jackson,black or white
michael jackson,remember the time
michael jackson,you are not alone
michael w. smith,place in this world
michel'le,no more lies
mick jagger,don't tear me up
midnight oil,blue sky mine
midnight oil,forgotten years
milli vanilli,all or nothing
monica,"for you i will (from ""space jam"")"
monica,angel of mine
monica,before you walk out of my life/like this and like that
monica,don't take it personal (just one of dem days)
monica,the first night
montell jordan feat. master p & silkk the shocker,let's ride
montell jordan,this is how we do it
morrissey,"the more you ignore me, the closer i get"
morrissey,tomorrow
mr. big,to be with you
natalie imbruglia,torn
natural selection,do anything
naughty by nature,o.p.p.
ned's atomic dustbin,not sleeping around
nelson,(can't live without your) love and affection
nelson,after the rain
new edition,i'm still in love with you
new kids on the block,step by step
new kids on the block,this one's for the children
new order,regret
next,too close
nicki french,total eclipse of the heart
nine inch nails,closer
nine inch nails,hurt
nirvana,about a girl
nirvana,all apologies
nirvana,come as you are
nirvana,heart-shaped box
nirvana,smells like teen spirit
no doubt,don't speak
no mercy,where do you go
oasis,champagne supernova
oasis,don't look back in anger
oasis,wonderwall
oleta adams,get here
p.m. dawn,"i'd die without you (from ""boomerang"")"
p.m. dawn,looking through patient eyes
p.m. dawn,set adrift on memory bliss
pantera,cowboys from hell
pantera,walk
patty smyth,sometimes love just ain't enough
paul young,oh girl
paula abdul (duet with the wild pair),opposites attract
paula abdul,blowing kisses in the wind
paula abdul,rush rush
paula abdul,the promise of a new day
paula cole,i don't want to wait
peabo bryson & regina belle,a whole new world (aladdin's theme)
pearl jam,alive
pearl jam,better man
pearl jam,daughter
pearl jam,even flow
pearl jam,given to fly
pearl jam,jeremy
pearl jam,last kiss
pearl jam,who you are
peter gabriel,digging in the dirt
peter gabriel,steam
peter murphy,cuts you up
phil collins,do you remember?
phil collins,i wish it would rain down
phil collins,something happened on the way to heaven
pink floyd,keep talking
poison,something to believe in
poison,unskinny bop
porno for pyros,pets
primitive radio gods,standing outside a broken phone booth with money in my hand
prince and the n.p.g.,cream
prince and the n.p.g.,diamonds and pearls
prince,the most beautiful girl in the world
prince,thieves in the temple
public announcement,body bumpin' yippie-yi-yo
puff daddy & faith evans featuring 112,i'll be missing you
puff daddy & the family (feat. the notorious b.i.g. & mase),been around the world
puff daddy (featuring mase),can't nobody hold me down
puff daddy featuring jimmy page,come with me
quad city dj's,c'mon n' ride it (the train)
queen,bohemian rhapsody
queensryche,empire
queensryche,silent lucidity
r. kelly & celine dion,i'm your angel
r. kelly featuring ronald isley,down low (nobody has to know)
r. kelly,"i believe i can fly (from ""space jam"")"
r. kelly,bump n' grind
r. kelly,i can't sleep baby (if i)
r.e.m.,"what's the frequency, kenneth"
r.e.m.,"what's the frequency, kenneth?"
r.e.m.,bang and blame
r.e.m.,drive
r.e.m.,losing my religion
radiohead,creep
radiohead,high and dry
radiohead,karma police
radiohead,paranoid android
rage against the machine,bulls on parade
rage against the machine,killing in the name
ralph tresvant,sensitivity
real mccoy,another night
real mccoy,run away
red hot chili peppers,give it away
red hot chili peppers,my friends
red hot chili peppers,scar tissue
red hot chili peppers,soul to squeeze
