electronic,get the message
hoodoo gurus,come anytime
linkin park,bleed it out
twenty one pilots,ride
linkin park,new divide
the black keys,fever
the red jumpsuit apparatus,face down
everclear,everything to everyone
imagine dragons,whatever it takes
the charlatans,weirdo
r.e.m.,what's the frequency, kenneth?
the jesus and mary chain,blues from a gun
simple minds,see the lights
radiohead,creep
the cure,love song
atlas genius,trojans
young the giant,cough syrup
linkin park,breaking the habit
depeche mode,walking in my shoes
weezer,perfect situation
soundgarden,burden in my hand
xtc,the ballad of peter pumpkinhead
toadies,possum kingdom
garbage,stupid girl
depeche mode,enjoy the silence
weezer,beverly hills
the replacements,merry go round
crash test dummies,mmm mmm mmm mmm
thirty seconds to mars,the kill (bury me)
the white stripes,icky thump
creed,one
linkin park,one step closer
fuel,shimmer
suzanne vega,blood makes noise
foo fighters,learn to fly
the smashing pumpkins,bullet with butterfly wings
the offspring,self esteem
muse,resistance
r.e.m.,bang and blame
no doubt,spiderwebs
u2,hold me, thrill me, kiss me, kill me
goo goo dolls,slide
public image ltd.,disappointed
green day,time of your life (good riddance)
green day,holiday
green day,american idiot
saliva,always
the cranberries,salvation
nirvana,you know you're right
10 years,wasteland
the psychedelic furs,house
the raconteurs,steady, as she goes
imagine dragons,thunder
the cure,high
system of a down,aerials
gene loves jezebel,jealous
counting crows,mr. jones
the verve,bitter sweet symphony
the b-52s,love shack
elvis costello,the other side of summer
collective soul,december
incubus,anna-molly
chevelle,vitamin r (leading us along)
barenaked ladies,one week
fine young cannibals,she drives me crazy
edie brickell & new bohemians,what i am
hole,celebrity skin
u2,one
